Date,CA,TX,FL,NY,PA
2022-09-30,2314.141206455601,1341.1037413699014,1977.9967771914637,1631.3363001556236,1226.4715999608252
2022-10-31,2313.1625418205613,1341.463348515977,1988.3755263341502,1627.1464351498344,1230.3061348341962
2022-11-30,2308.2218786498825,1331.6578216240912,2009.8564770649061,1622.57055857702,1228.4497522600068
2022-12-31,2301.290373559956,1332.103449457565,2026.116872266853,1583.5498658785252,1230.104056374195
2023-01-31,2306.5506384220726,1336.4836110082524,2033.7980596663767,1602.110234843179,1235.6845839341279
2023-02-28,2333.665947983943,1340.2308514068316,2038.897146697869,1574.5429914579058,1227.7613758120133
2023-03-31,2321.1283076782106,1347.3433260713807,2038.3454422315933,1585.3477774449334,1238.9636133620045
2023-04-30,2329.3610845947364,1356.5397755544825,2035.9238095129708,1596.101584062754,1248.9580842725393
2023-05-31,2299.4977537412656,1362.2434029827637,1980.8681741646674,1582.715658947618,1202.206732969736
2023-06-30,2313.4485507933523,1362.8731827334445,1988.0879283000418,1587.2290576059183,1210.6426425185145
2023-07-31,2327.7210871800858,1367.6865060746895,2023.280753193222,1604.2845780990376,1208.903268208769
2023-08-31,2333.7709079368237,1373.6159618587124,2002.3274764144007,1579.8258030819077,1211.0368256150518
2023-09-30,2340.4218657563683,1371.9928549668919,2027.0140585091121,1592.2090678293985,1215.8401222247076
2023-10-31,2341.45752079495,1358.9995511533307,2023.5915671937746,1553.872015756231,1216.9205175583309
2023-11-30,2307.7530185909563,1347.00375729418,2026.066371876614,1575.4626087950287,1213.630726405463
2023-12-31,2299.3436365143793,1356.073623741652,2027.7441502870442,1537.247403776367,1223.9981784655718
