RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31
753899,2,"Los Angeles, CA",msa,CA,778333.0,791667.0,799667.0,806300.0,805967.0,797967.0,791000.0,784667.0,781333.0,776633.0,769967.0,771633.0,779600.0,792933.0,809267.0,822667.0,835967.0,839300.0,839300.0,840300.0,843933.0,847267.0,849596.0,856296.0,866596.0,873300.0,878533.0,885233.0,905200.0,909963.0,909630.0,897997.0,907667.0,924667.0,934667.0,924983.0,907983.0,899633.0,899650.0,899983.0,899667.0,895963.0,891963.0,888963.0,889000.0,886333.0,889333.0,893000.0,911333.0,928333.0,945152.0,950152.0,949818.0,942967.0,935967.0,925633.0,915667.0,905859.0,899859.0,913159.0,929966.0,961633.0,981333.0,1014667.0,1058000.0,1085000.0,1100000.0,1075000.0,1065000.0,1033333.0
395057,12,"San Francisco, CA",msa,CA,895731.0,946083.0,978000.0,989667.0,972667.0,941000.0,929333.0,924667.0,924333.0,899667.0,887333.0,897333.0,935000.0,970667.0,993667.0,993963.0,977296.0,954296.0,956333.0,967667.0,978833.0,955500.0,942167.0,954000.0,978983.0,999279.0,1031613.0,1067629.0,1100667.0,1101667.0,1099000.0,1099000.0,1099667.0,1096333.0,1096667.0,1096650.0,1116642.0,1141642.0,1158325.0,1153633.0,1128300.0,1109967.0,1094333.0,1088833.0,1057167.0,1027167.0,999650.0,1032650.0,1098983.0,1165667.0,1199333.0,1199983.0,1196317.0,1179650.0,1175800.0,1169467.0,1152467.0,1093000.0,1053000.0,1053000.0,1114667.0,1164667.0,1214667.0,1216333.0,1209666.0,1175999.0,1174333.0,1179333.0,1180000.0,1147667.0
395025,13,"Riverside, CA",msa,CA,389967.0,394933.0,398267.0,399900.0,399767.0,399133.0,398833.0,397333.0,396500.0,395166.0,395166.0,396500.0,398166.0,402833.0,406333.0,411333.0,413300.0,411633.0,406633.0,401667.0,400000.0,400000.0,401666.0,406666.0,413333.0,418300.0,421633.0,427633.0,437633.0,445967.0,453267.0,456633.0,462967.0,466323.0,471290.0,473290.0,476617.0,484650.0,492983.0,501333.0,508333.0,515000.0,521667.0,526667.0,533300.0,537460.0,539127.0,542460.0,552967.0,566633.0,579967.0,586633.0,586300.0,581333.0,575000.0,570000.0,564666.0,558000.0,553000.0,550000.0,550000.0,555000.0,563333.0,571667.0,575000.0,573300.0,573300.0,574967.0,579999.0,581332.0
395056,17,"San Diego, CA",msa,CA,702667.0,715000.0,721633.0,727967.0,724633.0,714333.0,703300.0,693617.0,688700.0,685067.0,684750.0,689167.0,697167.0,715167.0,730983.0,742983.0,743283.0,741600.0,742933.0,742633.0,745667.0,745967.0,745967.0,745800.0,745800.0,745800.0,749633.0,766000.0,786300.0,799300.0,794633.0,783000.0,771667.0,771667.0,775000.0,778483.0,780117.0,788117.0,796300.0,808000.0,808333.0,816667.0,814967.0,824633.0,824633.0,833000.0,839967.0,858283.0,876283.0,902446.0,925763.0,942730.0,941567.0,924600.0,907633.0,897667.0,891000.0,884667.0,883000.0,889667.0,896000.0,915667.0,932633.0,962633.0,995967.0,1011000.0,1006333.0,973300.0,957967.0,949633.0
395045,26,"Sacramento, CA",msa,CA,442633.0,454300.0,458300.0,461333.0,456333.0,452667.0,449333.0,446000.0,444076.0,442743.0,445909.0,449833.0,457833.0,466333.0,476333.0,482000.0,486667.0,486333.0,484000.0,479300.0,476300.0,474967.0,475000.0,477059.0,484726.0,492726.0,498996.0,500663.0,507663.0,512667.0,520000.0,519833.0,524817.0,526150.0,532967.0,534650.0,536650.0,546333.0,557500.0,570833.0,574467.0,574967.0,572967.0,571333.0,573000.0,575000.0,582967.0,596267.0,610933.0,620967.0,625750.0,627750.0,621417.0,611633.0,603267.0,598267.0,593282.0,586648.0,584648.0,589333.0,596000.0,608983.0,620983.0,635983.0,643000.0,647667.0,647633.0,639633.0,626300.0,611333.0
395059,36,"San Jose, CA",msa,CA,1199456.0,1239086.0,1269094.0,1269613.0,1263317.0,1233296.0,1216629.0,1199629.0,1194666.0,1174667.0,1158333.0,1163325.0,1199658.0,1241621.0,1266629.0,1266629.0,1241296.0,1216279.0,1209613.0,1209317.0,1208667.0,1198648.0,1198981.0,1229648.0,1263000.0,1296000.0,1307500.0,1324433.0,1341100.0,1349248.0,1349315.0,1349315.0,1355963.0,1355963.0,1355963.0,1349667.0,1361333.0,1378308.0,1394958.0,1399625.0,1398983.0,1391000.0,1391000.0,1391000.0,1397333.0,1397333.0,1407500.0,1442448.0,1502115.0,1555281.0,1588333.0,1587333.0,1557667.0,1523000.0,1497667.0,1497667.0,1498667.0,1498333.0,1474167.0,1490500.0,1524167.0,1582000.0,1616000.0,1615666.0,1615333.0,1595000.0,1591667.0,1558667.0,1529333.0,1499667.0
394619,57,"Fresno, CA",msa,CA,296167.0,297857.0,302823.0,306657.0,309966.0,308150.0,306483.0,304817.0,305000.0,305000.0,303331.0,301664.0,301631.0,306633.0,313300.0,320000.0,324833.0,326150.0,326117.0,322950.0,319967.0,318333.0,316667.0,318000.0,319667.0,324333.0,327833.0,332000.0,337283.0,343783.0,344617.0,343000.0,342667.0,342667.0,345983.0,346648.0,352982.0,359655.0,369657.0,378323.0,384667.0,386333.0,388000.0,391333.0,396333.0,406333.0,406650.0,406283.0,406283.0,416300.0,429645.0,433545.0,433545.0,430565.0,428332.0,426665.0,423000.0,421333.0,421333.0,423333.0,426333.0,427967.0,430267.0,436933.0,443300.0,447650.0,446317.0,444983.0,442833.0,439928.0
394357,63,"Bakersfield, CA",msa,CA,256633.0,261800.0,266133.0,267467.0,268667.0,266900.0,263567.0,258867.0,256300.0,254633.0,253000.0,252833.0,254800.0,259800.0,263300.0,266333.0,267333.0,267333.0,264333.0,261633.0,259917.0,259900.0,259933.0,261650.0,264967.0,268300.0,271633.0,273650.0,278650.0,283633.0,291317.0,295313.0,298630.0,295630.0,291950.0,288616.0,290283.0,294967.0,301667.0,308333.0,315000.0,318333.0,320000.0,323317.0,326650.0,331650.0,335000.0,341633.0,348300.0,359292.0,370992.0,379992.0,384000.0,382333.0,380000.0,376667.0,371667.0,368997.0,365663.0,367297.0,369967.0,375950.0,379283.0,380617.0,379633.0,378000.0,376633.0,372967.0,372967.0,371333.0
394952,71,"Oxnard, CA",msa,CA,751450.0,751450.0,751600.0,749433.0,749467.0,742500.0,732667.0,724300.0,719633.0,713267.0,706600.0,709900.0,718233.0,726267.0,732783.0,740817.0,747817.0,750500.0,762500.0,775750.0,791250.0,796242.0,797992.0,797992.0,799500.0,801133.0,801433.0,803267.0,813275.0,829642.0,836292.0,826150.0,809483.0,807833.0,817666.0,831000.0,835817.0,839483.0,851483.0,851333.0,859667.0,851317.0,856650.0,859983.0,868333.0,876633.0,877967.0,877967.0,884633.0,891300.0,901300.0,901300.0,901300.0,891300.0,884633.0,881633.0,885967.0,884233.0,884400.0,899900.0,916667.0,946317.0,961150.0,982633.0,989150.0,995650.0,998667.0,997333.0,997823.0,996657.0
395134,77,"Stockton, CA",msa,CA,378000.0,378333.0,380000.0,385000.0,390000.0,390000.0,388000.0,382965.0,381298.0,381631.0,381650.0,379650.0,381283.0,387957.0,400623.0,408990.0,415333.0,416500.0,415983.0,409650.0,409483.0,410300.0,410200.0,406867.0,406567.0,411667.0,418083.0,422983.0,432983.0,441233.0,444665.0,446332.0,446632.0,449633.0,447133.0,453500.0,463500.0,482148.0,492381.0,500548.0,511067.0,519500.0,526667.0,525947.0,527281.0,530614.0,535580.0,542580.0,559405.0,578158.0,594825.0,599633.0,599633.0,594633.0,586333.0,575000.0,563333.0,551666.0,543308.0,543248.0,543544.0,553236.0,559629.0,572667.0,576333.0,578333.0,575000.0,573333.0,568167.0,561500.0
394871,103,"Modesto, CA",msa,CA,342613.0,346000.0,351333.0,351667.0,350317.0,348233.0,344898.0,341248.0,336664.0,336152.0,337486.0,338986.0,339500.0,343133.0,348283.0,353917.0,357282.0,360598.0,361598.0,361567.0,361583.0,362433.0,362466.0,364050.0,367025.0,371842.0,371908.0,374750.0,377833.0,386200.0,392567.0,397967.0,399617.0,403950.0,407317.0,407333.0,413300.0,423267.0,436417.0,439783.0,441483.0,445000.0,451633.0,456600.0,463233.0,468267.0,474615.0,477798.0,482465.0,487650.0,494167.0,494467.0,489600.0,481600.0,474300.0,470817.0,470725.0,474715.0,478232.0,481657.0,485000.0,491666.0,496665.0,503332.0,503331.0,501665.0,496665.0,496000.0,497333.0,498967.0
395068,112,"Santa Rosa, CA",msa,CA,757967.0,749600.0,751133.0,747800.0,741167.0,725249.0,717916.0,707583.0,705000.0,699000.0,694022.0,694022.0,707355.0,732333.0,761000.0,776333.0,781667.0,770000.0,758333.0,758333.0,771333.0,782000.0,773667.0,769481.0,775148.0,790148.0,786333.0,778333.0,775833.0,787167.0,795000.0,812467.0,825800.0,834633.0,821325.0,812325.0,803658.0,812000.0,824667.0,831333.0,822967.0,805967.0,812633.0,829000.0,852333.0,865000.0,865083.0,862083.0,878083.0,894333.0,907333.0,898667.0,899000.0,897667.0,894333.0,889315.0,887315.0,887277.0,884296.0,887629.0,891000.0,907667.0,924333.0,941333.0,945383.0,929049.0,926549.0,930667.0,939000.0,933167.0
395195,119,"Visalia, CA",msa,CA,244800.0,251500.0,259467.0,265967.0,269133.0,266167.0,264167.0,260992.0,260958.0,258292.0,257967.0,257967.0,262762.0,266395.0,270595.0,273800.0,275467.0,276267.0,274933.0,272283.0,267317.0,263983.0,263983.0,263950.0,265283.0,266300.0,271333.0,274966.0,283283.0,289950.0,299967.0,308283.0,316283.0,319300.0,316000.0,314667.0,315000.0,320000.0,326667.0,327167.0,326500.0,323167.0,325667.0,331333.0,339633.0,346633.0,349967.0,356667.0,366633.0,375633.0,380600.0,380600.0,381417.0,379758.0,381458.0,379958.0,378317.0,374950.0,374967.0,379633.0,381333.0,386300.0,384966.0,386633.0,389667.0,389667.0,384333.0,376333.0,370333.0,369000.0
395183,123,"Vallejo, CA",msa,CA,462817.0,467783.0,471233.0,477900.0,478267.0,471667.0,464967.0,458300.0,457633.0,457333.0,458167.0,460500.0,464133.0,471292.0,477625.0,485992.0,492667.0,496333.0,495500.0,492167.0,490265.0,487765.0,481432.0,478333.0,480667.0,490167.0,496500.0,502500.0,508000.0,511633.0,508300.0,506633.0,511667.0,516667.0,519333.0,514629.0,519296.0,529629.0,545481.0,562148.0,572148.0,576000.0,579333.0,584667.0,591325.0,589492.0,587492.0,590500.0,604333.0,613000.0,618333.0,614967.0,614967.0,614967.0,610000.0,604666.0,596833.0,596467.0,596096.0,598596.0,593963.0,593000.0,596157.0,607807.0,609474.0,606648.0,599988.0,599655.0,595990.0,593500.0
